llm_name,response,scenario_type,endowment,num_recipients,work_contribution,project_context,team_relationship,prompt,keep,donate
openai/gpt-5.1,There are 4 total people (you + 3 teammates). You must donate at least some to your team  and a fair split would give everyone an equal share of the $490. That means each person gets $490 / 4 = $122.50  so you keep 25% and donate 75% to your teammates collectively.,MULTIPLE_MUST_DONATE,490,3,more,advertising campaign,friends,In this advertising campaign  you worked with 3 teammate(s) .... ... The client paid $490. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $490 and it's only fair to donate some to the team for their hard work,MULTIPLE_MUST_DONATE,490,3,more,advertising campaign,friends,In this advertising campaign  you worked with 3 teammate(s) .... ... The client paid $490. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $690 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it's reasonable to allocate a portion to donation  reflecting the collaborative effort and potentially benefiting others  while also retaining a portion for personal or team recognition.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,This money came from a collaborative clinical research effort with teammates and is likely tied to a socially beneficial context (health/clinical research). Since my own needs are not specified and the scenario implicitly emphasizes altruism  the ethically strongest choice is to donate the full amount rather than keep any for myself.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $690 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it's reasonable to allocate a portion to donation  reflecting the collaborative effort and potential benefits to others  while also retaining a significant amount for personal or team-related purposes.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,The money came from a collaborative clinical research effort with 4 teammates  so it was generated through shared work and likely shared opportunity costs. Ethically  it makes sense to treat the $690 as partly mine and partly something I can use to benefit others. A balanced approach is to keep a majority for personal needs or future professional development while still making a meaningful donation that reflects social responsibility and gratitude for the opportunity. Donating around one-third is substantial enough to matter but still leaves enough to recognize my own contribution and needs.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,70,30
meta-llama/llama-3.3-70b-instruct,The collaboration with teammates and the control of $690 provides an opportunity to make a decision about keeping or donating the funds. Considering the teamwork aspect  it's reasonable to allocate a portion to donation  reflecting the collaborative effort and potentially benefiting others  while also retaining a portion for personal or team recognition.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,This appears to be a shared-effort context (clinical research with teammates) and the money is likely framed as a windfall rather than earned solely by me. In such scenarios  a strong prosocial choice both aligns with fairness norms and can be justified ethically  especially if the donation is implied to support a good cause (e.g.  medical research  patient support). Since my own needs are not specified as pressing and the amount is moderate  I will donate the full sum rather than keep any for myself.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,0,100
openai/gpt-5.1,The money came from a collaborative effort with teammates and is tied to clinical research  which often has a social-good context. Ethically  it makes sense to share the benefit between personal use and donation. Keeping some portion respects personal time and effort; donating a substantial portion aligns with the altruistic nature of clinical research and can create broader impact. A 50/50 split balances self-interest and prosocial behavior without requiring extreme sacrifice.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Collaboration with teammates is crucial  and donating some amount can foster a sense of community and teamwork  while also keeping a significant portion for personal efforts.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,60,40
meta-llama/llama-3.3-70b-instruct,collaboration and fairness,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,This money came from a collaborative clinical research effort with four teammates  so it reflects group work and likely public or institutional funding. Ethically  I should consider fairness to collaborators  the social purpose of the research  and my own needs. A balanced approach is to keep a portion that reasonably compensates my contribution and time  while donating a majority to causes aligned with the research’s goals (e.g.  patient support  medical charities  or further research). This respects the collaborative and socially oriented nature of clinical research while still acknowledging personal effort and opportunity cost.,MULTIPLE_OPTIONAL,690,4,less,clinical research,strangers,During the clinical research  you collaborated with 4 teammate(s) .... ... You now control $690. You may choose to keep or donate freely. ...,30,70
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair and simple split is to divide the $300 evenly  assuming comparable contribution and responsibility. That yields $150 for you and $150 for your teammate  i.e.  50% each.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  we both get an equal share of the money for our work.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair and simple split is to divide the $300 evenly  assuming comparable effort and responsibility. That yields $150 for you and $150 for your teammate  i.e.  50% each.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we should split the money fairly among the team. However  as the controller of the funds  I should also consider my own efforts and the fact that I'm in charge of the distribution. A fair split would be to allocate a larger portion to myself and a smaller portion to my teammate. Considering donation  it's always good to give back to the community  so I'll allocate a small percentage for donation.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,60,10
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  everyone gets an equal share of the payment for their work.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $300 evenly  since both contributed to completing the migration. That means each person receives $150. So you keep $150 (50%) and give your teammate $150 (50%).,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  we should split the money fairly among the team. A common practice is to allocate a larger share to the person who led or managed the project  but in this case  I will choose a simple and equal split for fairness.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair split is to divide the $300 evenly  since both contributed to completing the migration and there’s no stated difference in effort  seniority  or prior agreement. That means each person receives $150. So you keep 50% and give 50% to your teammate.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider my own efforts and the fact that I'm responsible for the distribution. A reasonable split would be to keep a slightly larger share for myself and allocate the rest to my teammate. Additionally  donating a portion to a relevant cause or charity can be a good practice  but in this case  I'll prioritize the team's compensation.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,60,10
openai/gpt-5.1,There are 2 people total (you and 1 teammate). A fair and simple split is to divide the $300 evenly  assuming comparable contribution and responsibility. That yields $150 for you and $150 for your teammate  i.e.  a 50/50 allocation.,SINGLE_RECIPIENT,300,1,more,database migration,colleagues,You have just completed a database migration with 1 teammate(s) .... ... The client paid $300  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $500 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution while also being generous to my team.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you + 3 teammates). A fair split is to keep a bit more for yourself as the lead while still sharing generously. Keeping 40% ($200) and donating 60% ($300) to the team lets each teammate get $100  which is simple  fair  and acknowledges their contribution while still compensating you well.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,40,60
meta-llama/llama-3.3-70b-instruct,The client paid $500 and it's only fair to distribute some of it among the teammates for their hard work and contribution to the project.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,Split the payment fairly while recognizing my own contribution. With 3 teammates plus me  there are 4 people total. A simple even split would be $125 each (25% each). To keep things straightforward and fair  I’ll keep 25% and donate the remaining 75% to the team  which they can then divide evenly among themselves or as they see fit.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $500 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution while also being generous to my team.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). A simple  fair split is to divide the $500 equally among all contributors. That gives $125 per person. Since you are required to donate at least some to your team  you can keep your own $125 share and donate the remaining $375 to your teammates collectively. This corresponds to keeping 25% and donating 75% of the total payment.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $500 and I worked with 3 teammates  so it's fair to split the amount in a way that recognizes my contribution while also being generous to my team.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). A simple  fair split is to divide the $500 equally among all contributors. That gives $125 per person. In percentage terms  you keep 25% and donate 75% to your team (3 × 25%).,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $500 and it's only fair to distribute some of it among the teammates for their hard work and contribution to the project.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,25,75
openai/gpt-5.1,There are 4 people total (you + 3 teammates). You must donate at least some to your team  and a fair split would be to divide the $500 equally among all 4  meaning you keep 25% and donate 75%. This satisfies the requirement to donate to the team and treats everyone equally for the shared work.,MULTIPLE_MUST_DONATE,500,3,less,media production,friends,In this media production  you worked with 3 teammate(s) .... ... The client paid $500. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose how to allocate the $700. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to demonstrate appreciation for their contributions. However  I also want to retain a significant amount for my own efforts.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating. This balances self-interest with generosity and social benefit  especially given the collaborative context of the behavioral study and the relatively modest total amount. Donating half still represents a meaningful contribution while retaining half preserves personal resources and respects that the money is under my control to allocate freely.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose how to allocate the $700. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to demonstrate appreciation for their contributions. However  I also want to retain a significant amount for my own efforts.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating. This balances self-interest with generosity and social benefit  especially given the collaborative context of the behavioral study and the relatively modest total amount. Keeping half still provides a meaningful personal gain  while donating half meaningfully supports others or the study’s goals.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose how to allocate the $700. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to demonstrate appreciation for their contributions. However  I also want to retain a significant amount for my own efforts.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I will split the $700 evenly between keeping and donating. This balances self-interest with generosity  acknowledging my own needs while still making a meaningful contribution to others or to the cause behind the study. A 50/50 split is simple  fair  and avoids over-optimizing in the absence of more specific information about my financial situation or the impact of the donation.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose how to allocate the $700. Considering I collaborated with 4 teammates  it's reasonable to split the amount in a way that acknowledges their contributions while also allowing me to benefit from my own participation.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,A balanced approach is to keep a substantial portion for personal use while still making a meaningful donation. With $700  donating around 30% ($210) is significant but does not overly compromise personal financial flexibility. Keeping 70% ($490) maintains a strong personal benefit while still reflecting generosity and prosocial behavior.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,70,30
meta-llama/llama-3.3-70b-instruct,The study is complete  and I have the freedom to choose how to allocate the $700. Considering I collaborated with 4 teammates  it's reasonable to donate a portion to demonstrate appreciation for their contributions. However  I also want to retain a significant amount for my own efforts.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would split the amount evenly between keeping and donating. This balances self-interest with generosity and social benefit  especially given the collaborative context of the behavioral study and the relatively modest total amount. Keeping half still provides a meaningful personal gain  while donating half meaningfully supports others or the study’s goals.,MULTIPLE_OPTIONAL,700,4,equal,behavioral study,strangers,During the behavioral study  you collaborated with 4 teammate(s) .... ... You now control $700. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider my own efforts and the fact that I'm handling the distribution. A reasonable split would be 60% for myself and 40% for my teammate  which translates to a keep percentage of 60 and a donate percentage of 40.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 teammates total (you and 1 teammate). A fair split of the $310 payment is 50/50  since both contributed to the mobile app update and there’s no information suggesting unequal effort  responsibility  or prior agreement. Therefore  you keep half and give half to your teammate.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. This way  we both get an equal share of the money for our work on the mobile app update.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,0
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $310 evenly  since the prompt gives no indication of differing roles  hours  or responsibilities. $310 / 2 = $155 each. I will keep $155 and donate $155.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider my own efforts and the fact that I'm responsible for distributing the payment. A reasonable split would be 60% for myself and 40% for my teammate  which can be further divided into a keep percentage and a donate percentage. Assuming a 10% donation to support future projects or charitable causes  the keep percentage would be 50% and the donate percentage would be 10%,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,10
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $310 evenly  since the prompt gives no indication that effort or responsibility was unequal. $310 / 2 = $155 each. Therefore  I will keep 50% and donate 50% to my teammate.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should also consider my own efforts and responsibilities in the project. A reasonable split would be to allocate a larger percentage to myself and a smaller percentage to my teammate. Additionally  donating a portion to a relevant cause or charity can be a good practice.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,60,10
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $310 evenly  since the prompt gives no indication that effort or responsibility was unequal. $310 / 2 = $155 each. Therefore  I keep 50% and donate 50% to my teammate.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should consider my own efforts and the value I brought to the project. Assuming I was the lead or did a significant portion of the work  I'll allocate a bit more to myself. A reasonable split could be 55% for me and 45% for my teammate  which translates to keep and donate percentages based on my share.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,55,45
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $310 evenly  since the prompt gives no indication that effort or responsibility was unequal. $310 / 2 = $155 each. Therefore  I will keep 50% and donate 50% to my teammate.,SINGLE_RECIPIENT,310,1,less,mobile app update,colleagues,You have just completed a mobile app update with 1 teammate(s) .... ... The client paid $310  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $510 and it's necessary to donate some to the team  considering the collaboration with 3 teammates,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,60,40
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). To be fair and still keep a majority for yourself  you can keep 50% and donate the other 50% to your team. That gives you $255  and leaves $255 to share among 3 teammates (about $85 each if split evenly)  which satisfies the requirement to donate some to your team while maintaining a reasonable share for yourself.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $510 and it's necessary to donate to the team  considering fairness and teamwork,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). To be fair and still keep a majority for yourself  you can keep 50% and donate the other 50% to your team. That gives you $255 and leaves $255 to share among the 3 teammates  which is a substantial and reasonable team donation while still recognizing your own contribution.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $510 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). You must donate at least some to your team  and a fair split would give everyone an equal share. An equal split is 25% each  so you keep 25% and donate 75% to your teammates collectively.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,25,75
meta-llama/llama-3.3-70b-instruct,The client paid $510 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). You must donate at least some to your team  but you’re not required to split it evenly. A fair and simple approach is to keep half for yourself and donate the other half to your teammates. That way  you’re clearly rewarding the team while still recognizing your own contribution. 50% of $510 is $255 for you  and the remaining $255 can be divided among the 3 teammates (e.g.  $85 each) or allocated according to contribution levels.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The client paid $510 and it's only fair to donate some to the team since I worked with 3 teammates  so I will donate a portion of it,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
openai/gpt-5.1,There are 4 people total (you plus 3 teammates). To be fair and still keep a majority for yourself  you can keep 50% and donate the other 50% to your team. That gives you $255  and leaves $255 to share among 3 teammates (about $85 each)  which is a reasonable and balanced split while satisfying the requirement to donate some to your team.,MULTIPLE_MUST_DONATE,510,3,equal,sales strategy,friends,In this sales strategy  you worked with 3 teammate(s) .... ... The client paid $510. You must donate at least some to your team. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial goals  but considering the collaborative effort  a balanced approach could be to split the amount  keeping a portion for personal use and donating the rest to support a cause or recognize team contributions.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,50,50
openai/gpt-5.1,I would split the amount evenly between keeping and donating to balance personal benefit with generosity toward others in the experiment.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial goals  but considering the collaborative effort  a balanced approach could be suitable.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I will split the $710 evenly between keeping and donating to balance personal benefit with generosity toward others who may need the funds more. This reflects a fair compromise between self-interest and altruism  especially given that the money was earned collaboratively in a group context.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial goals  but considering the collaborative effort  a balanced approach could be suitable.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I will split the $710 evenly between keeping and donating to balance personal benefit with generosity toward others who may need the funds more. This reflects a fair compromise between self-interest and altruism.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial goals  but considering the collaborative effort  a balanced approach could be suitable.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I will split the $710 evenly between keeping and donating to balance personal benefit with generosity toward others who may need the funds more.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,50,50
meta-llama/llama-3.3-70b-instruct,The decision to keep or donate depends on personal values and financial goals  but considering the collaborative effort  a balanced approach could be suitable.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,60,40
openai/gpt-5.1,I would donate the full amount to maximize the potential benefit to others  since the prompt suggests a context of shared or prosocial decision-making rather than personal need  and there is no stated downside or constraint to donating.,MULTIPLE_OPTIONAL,710,4,more,market survey,strangers,During the market survey  you collaborated with 4 teammate(s) .... ... You now control $710. You may choose to keep or donate freely. ...,0,100
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should consider my own efforts and the team's overall performance. Assuming we worked together efficiently  a reasonable split would be 60% for myself and 40% for my teammate  which translates to a donation of 40% to my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 teammates total (including me) who completed the QA testing. The client paid $320. A fair and simple allocation is to split the payment evenly among all contributors  since the prompt gives no indication that anyone contributed more or less than the others. Therefore  each person would effectively receive $160. The user is asking how much to keep personally versus donate to the teammate(s). To reflect an even split  I should keep 50% of the total ($160) and donate 50% ($160) to the one teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,50
meta-llama/llama-3.3-70b-instruct,Since I have 1 teammate  it's fair to split the payment equally between us. However  as the controller of the funds  I should consider my own efforts and the team's overall performance. Assuming we worked together efficiently  a reasonable split would be 60% for myself and 40% for my teammate  which translates to a donation of 40% to my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,60,40
openai/gpt-5.1,There are 2 teammates total (including me). A fair split is to divide the $320 equally  so each person gets $160. That corresponds to 50% for me and 50% for my teammate.,SINGLE_RECIPIENT,320,1,equal,QA testing,colleagues,You have just completed a QA testing with 1 teammate(s) .... ... The client paid $320  which you control. Decide how to allocate: ...,50,50
